# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2015-05-24 18:03:06 EDT       (nadww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 05536118 NB CHICAGO RIVER AT GRAND AVENUE AT CHICAGO, IL
# -----------------------------------------------------------------------------------
#
# Data provided for site 05536118
#    DD parameter statistic   Description
#    01   00065     00003     Gage height, feet (Mean)
#    02   00055     00003     Stream velocity, feet per second (Mean)
#    03   00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output: 
#     A  Approved for publication -- Processing and review completed.  
#     P  Provisional data subject to revision.  
#     e  Value has been estimated.  
# 
agency_cd	site_no	datetime	01_00065_00003	01_00065_00003_cd	02_00055_00003	02_00055_00003_cd	03_00060_00003	03_00060_00003_cd
USGS	05536118	2008-05-29	-2.31	A	0.237	A	536	A
USGS	05536118	2008-05-30	-2.35	A	0.251	A	567	A
USGS	05536118	2008-05-31	-1.93	A	0.234	A	547	A
USGS	05536118	2008-06-01	-2.11	A	0.254	A	584	A
USGS	05536118	2008-06-02	-2.09	A	0.253	A	583	A
USGS	05536118	2008-06-03	-2.37	A	0.263	A	593	A
USGS	05536118	2008-06-04	-1.85	A	0.256	A	601	A
USGS	05536118	2008-06-05	-2.02	A	0.334	A	775	A
USGS	05536118	2008-06-06	-2.06	A	0.207	A	476	A
USGS	05536118	2008-06-07	-2.17	A	0.230	A	526	A
USGS	05536118	2008-06-08	-2.31	A	0.345	A	782	A
USGS	05536118	2008-06-09	-2.43	A	0.625	A	1400	A
USGS	05536118	2008-06-10	-2.16	A	0.510	A	1170	A
USGS	05536118	2008-06-11	-1.81	A	0.483	A	1140	A
USGS	05536118	2008-06-12	-2.05	A	0.416	A	962	A
USGS	05536118	2008-06-13	-2.46	A	0.361	A	807	A
USGS	05536118	2008-06-14	-1.87	A	0.330	A	774	A
USGS	05536118	2008-06-15	-1.97	A	0.340	A	792	A
USGS	05536118	2008-06-16	-2.08	A	0.332	A	766	A
USGS	05536118	2008-06-17	-1.97	A	0.285	A	662	A
USGS	05536118	2008-06-18	-2.08	A	0.265	A	610	A
USGS	05536118	2008-06-19	-2.12	A	0.225	A	519	A
USGS	05536118	2008-06-20	-2.08	A	0.221	A	510	A
USGS	05536118	2008-06-21	-2.11	A	0.206	A	474	A
USGS	05536118	2008-06-22	-2.14	A	0.245	A	562	A
USGS	05536118	2008-06-23	-2.07	A	0.232	A	536	A
USGS	05536118	2008-06-24	-2.01	A	0.255	A	591	A
USGS	05536118	2008-06-25	-2.18	A	0.218	A	499	A
USGS	05536118	2008-06-26	-2.30	A	0.261	A	591	A
USGS	05536118	2008-06-27	-2.20	A	0.190	A	433	A
USGS	05536118	2008-06-28	-2.06	A	0.220	A	509	A
USGS	05536118	2008-06-29	-2.09	A	0.296	A	680	A
USGS	05536118	2008-06-30	-2.12	A	0.254	A	583	A
USGS	05536118	2008-07-01	-1.98	A	0.241	A	560	A
USGS	05536118	2008-07-02	-2.23	A	0.239	A	545	A
USGS	05536118	2008-07-03	-2.17	A	0.273	A	626	A
USGS	05536118	2008-07-04	-1.98	A	0.252	A	585	A
USGS	05536118	2008-07-05	-2.20	A	0.257	A	587	A
USGS	05536118	2008-07-06	-2.02	A	0.218	A	505	A
USGS	05536118	2008-07-07	-2.09	A	0.221	A	510	A
USGS	05536118	2008-07-08	-2.24	A	0.235	A	535	A
USGS	05536118	2008-07-09	-2.05	A	0.235	A	543	A
USGS	05536118	2008-07-10	-2.10	A	0.268	A	616	A
USGS	05536118	2008-07-11	-2.47	A	0.304	A	679	A
USGS	05536118	2008-07-12	-2.11	A	0.355	A	816	A
USGS	05536118	2008-07-13	-1.91	A	0.313	A	732	A
USGS	05536118	2008-07-14	-2.17	A	0.275	A	628	A
USGS	05536118	2008-07-15	-1.96	A	0.253	A	589	A
USGS	05536118	2008-07-16	-1.96	A	0.249	A	579	A
USGS	05536118	2008-07-17	-2.10	A	0.234	A	539	A
USGS	05536118	2008-07-18	-2.37	A	0.281	A	634	A
USGS	05536118	2008-07-19	-2.38	A	0.531	A	1200	A
USGS	05536118	2008-07-20	-1.93	A	0.635	A	1500	A
USGS	05536118	2008-07-21	-2.06	A	0.330	A	762	A
USGS	05536118	2008-07-22	-1.78	A	0.278	A	657	A
USGS	05536118	2008-07-23	-2.31	A	0.269	A	610	A
USGS	05536118	2008-07-24	-2.11	A	0.249	A	574	A
USGS	05536118	2008-07-25	-2.20	A	0.265	A	606	A
USGS	05536118	2008-07-26	-2.13	A	0.213	A	488	A
USGS	05536118	2008-07-27	-2.02	A	0.235	A	545	A
USGS	05536118	2008-07-28	-1.93	A	0.237	A	554	A
USGS	05536118	2008-07-29	-2.31	A	0.278	A	629	A
USGS	05536118	2008-07-30	-2.15	A	0.220	A	506	A
USGS	05536118	2008-07-31	-2.10	A	0.236	A	543	A
USGS	05536118	2008-08-01	-2.08	A	0.258	A	595	A
USGS	05536118	2008-08-02	-2.22	A	0.230	A	524	A
USGS	05536118	2008-08-03	-2.03	A	0.213	A	494	A
USGS	05536118	2008-08-04	-2.01	A	0.384	A	918	A
USGS	05536118	2008-08-05	-1.43	A	0.824	A	2080	A
USGS	05536118	2008-08-06	-2.23	A	0.291	A	664	A
USGS	05536118	2008-08-07	-2.17	A	0.286	A	654	A
USGS	05536118	2008-08-08	-1.89	A	0.270	A	633	A
USGS	05536118	2008-08-09	-2.28	A	0.251	A	571	A
USGS	05536118	2008-08-10	-2.44	A	0.216	A	483	A
USGS	05536118	2008-08-11	-2.30	A	0.235	A	533	A
USGS	05536118	2008-08-12	-2.30	A	0.244	A	551	A
USGS	05536118	2008-08-13	-2.57	A	0.212	A	469	A
USGS	05536118	2008-08-14	-2.18	A	0.251	A	573	A
USGS	05536118	2008-08-15	-2.18	A	0.242	A	553	A
USGS	05536118	2008-08-16	-2.32	A	0.213	A	480	A
USGS	05536118	2008-08-17	-2.24	A	0.261	A	595	A
USGS	05536118	2008-08-18	-2.45	A	0.233	A	520	A
USGS	05536118	2008-08-19	-2.27	A	0.251	A	572	A
USGS	05536118	2008-08-20	-2.29	A	0.244	A	554	A
USGS	05536118	2008-08-21	-2.70	A	0.244	A	537	A
USGS	05536118	2008-08-22	-2.63	A	0.185	A	407	A
USGS	05536118	2008-08-23	-2.52	A	0.251	A	559	A
USGS	05536118	2008-08-24	-2.34	A	0.215	A	484	A
USGS	05536118	2008-08-25	-2.40	A	0.249	A	560	A
USGS	05536118	2008-08-26	-2.38	A	0.221	A	498	A
USGS	05536118	2008-08-27	-2.02	A	0.233	A	539	A
USGS	05536118	2008-08-28	-2.40	A	0.250	A	562	A
USGS	05536118	2008-08-29	-2.17	A	0.212	A	485	A
USGS	05536118	2008-08-30	-2.08	A	0.245	A	566	A
USGS	05536118	2008-08-31	-1.95	A	0.229	A	534	A
USGS	05536118	2008-09-01	-2.08	A	0.248	A	572	A
USGS	05536118	2008-09-02	-2.04	A	0.264	A	611	A
USGS	05536118	2008-09-03	-2.45	A	0.239	A	535	A
USGS	05536118	2008-09-04	-1.63	A	0.681	A	1760	A
USGS	05536118	2008-09-05	-1.74	A	0.771	A	1860	A
USGS	05536118	2008-09-06	-1.98	A	0.445	A	1040	A
USGS	05536118	2008-09-07	-2.27	A	0.349	A	794	A
USGS	05536118	2008-09-08	-2.24	A	0.414	A	935	A
USGS	05536118	2008-09-09	-2.23	A	0.382	A	866	A
USGS	05536118	2008-09-10	-2.07	A	0.304	A	703	A
USGS	05536118	2008-09-11	-2.10	A	0.282	A	648	A
USGS	05536118	2008-09-12	-2.48	A	0.298	A	663	A
USGS	05536118	2008-09-13	1.11	A	1.681	A	5080	A
USGS	05536118	2008-09-14	1.30	A	1.580	A	4650	A
USGS	05536118	2008-09-15	0.42	A	1.067	A	2950	A
USGS	05536118	2008-09-16	-1.39	A	1.005	A	2450	A
USGS	05536118	2008-09-17	-2.06	A	0.694	A	1600	A
USGS	05536118	2008-09-18	-2.06	A	0.466	A	1070	A
USGS	05536118	2008-09-19	-2.12	A	0.455	A	1050	A
USGS	05536118	2008-09-20	-2.21	A	0.394	A	901	A
USGS	05536118	2008-09-21	-2.16	A	0.422	A	968	A
USGS	05536118	2008-09-22	-2.12	A	0.350	A	805	A
USGS	05536118	2008-09-23	-1.77	A	0.288	A	680	A
USGS	05536118	2008-09-24	-1.85	A	0.262	A	614	A
USGS	05536118	2008-09-25	-2.07	A	0.242	A	557	A
USGS	05536118	2008-09-26	-1.78	A	0.253	A	598	A
USGS	05536118	2008-09-27	-1.82	A	0.226	A	532	A
USGS	05536118	2008-09-28	-1.76	A	0.207	A	490	A
USGS	05536118	2008-09-29	-2.08	A	0.281	A	648	A
USGS	05536118	2008-09-30	-1.85	A	0.261	A	613	A
USGS	05536118	2008-10-01	-2.29	A	0.285	A	648	A
USGS	05536118	2008-10-02	-2.27	A	0.258	A	588	A
USGS	05536118	2008-10-03	-2.27	A	0.226	A	512	A
USGS	05536118	2008-10-04	-1.95	A	0.219	A	511	A
USGS	05536118	2008-10-05	-2.28	A	0.245	A	556	A
USGS	05536118	2008-10-06	-2.41	A	0.230	A	517	A
USGS	05536118	2008-10-07	-2.21	A	0.295	A	669	A
USGS	05536118	2008-10-08	-2.55	A	0.398	A	882	A
USGS	05536118	2008-10-09	-1.96	A	0.394	A	916	A
USGS	05536118	2008-10-10	-2.01	A	0.265	A	613	A
USGS	05536118	2008-10-11	-1.97	A	0.239	A	556	A
USGS	05536118	2008-10-12	-2.17	A	0.255	A	584	A
USGS	05536118	2008-10-13	-2.24	A	0.219	A	499	A
USGS	05536118	2008-10-14	-2.01	A	0.192	A	445	A
USGS	05536118	2008-10-15	-2.36	A	0.283	A	637	A
USGS	05536118	2008-10-16	-2.28	A	0.255	A	581	A
USGS	05536118	2008-10-17	-1.88	A	0.221	A	518	A
USGS	05536118	2008-10-18	-2.33	A	0.278	A	629	A
USGS	05536118	2008-10-19	-2.19	A	0.174	A	396	A
USGS	05536118	2008-10-20	-1.91	A	0.212	A	496	A
USGS	05536118	2008-10-21	-2.28	A	0.238	A	540	A
USGS	05536118	2008-10-22	-2.18	A	0.185	A	423	A
USGS	05536118	2008-10-23	-2.05	A	0.179	A	414	A
USGS	05536118	2008-10-24	-2.21	A	0.223	A	509	A
USGS	05536118	2008-10-25	-1.93	A	0.284	A	663	A
USGS	05536118	2008-10-26	-2.40	A	0.248	A	558	A
USGS	05536118	2008-10-27	-2.14	A	0.194	A	445	A
USGS	05536118	2008-10-28	-2.27	A	0.184	A	418	A
USGS	05536118	2008-10-29	-2.06	A	0.175	A	404	A
USGS	05536118	2008-10-30	-2.24	A	0.148	A	337	A
USGS	05536118	2008-10-31	-2.05	A	0.166	A	384	A
USGS	05536118	2008-11-01	-2.27	A	0.155	A	353	A
USGS	05536118	2008-11-02	-2.07	A	0.164	A	378	A
USGS	05536118	2008-11-03	-2.03	A	0.191	A	442	A
USGS	05536118	2008-11-04	-2.14	A	0.170	A	390	A
USGS	05536118	2008-11-05	-2.21	A	0.164	A	374	A
USGS	05536118	2008-11-06	-2.12	A	0.197	A	454	A
USGS	05536118	2008-11-07	-2.19	A	0.194	A	444	A
USGS	05536118	2008-11-08	-2.40	A	0.202	A	455	A
USGS	05536118	2008-11-09	-2.51	A	0.181	A	404	A
USGS	05536118	2008-11-10	-2.28	A	0.157	A	356	A
USGS	05536118	2008-11-11	-2.48	A	0.176	A	394	A
USGS	05536118	2008-11-12	-2.18	A	0.197	A	451	A
USGS	05536118	2008-11-13	-2.06	A	0.204	A	471	A
USGS	05536118	2008-11-14	-2.24	A	0.213	A	485	A
USGS	05536118	2008-11-15	-2.22	A	0.172	A	393	A
USGS	05536118	2008-11-16	-2.23	A	0.168	A	382	A
USGS	05536118	2008-11-17	-1.98	A	0.160	A	373	A
USGS	05536118	2008-11-18	-2.15	A	0.174	A	399	A
USGS	05536118	2008-11-19	-2.46	A	0.183	A	409	A
USGS	05536118	2008-11-20	-2.24	A	0.152	A	347	A
USGS	05536118	2008-11-21	-2.15	A	0.137	A	315	A
USGS	05536118	2008-11-22	-1.99	A	0.135	A	313	A
USGS	05536118	2008-11-23	-2.03	A	0.141	A	326	A
USGS	05536118	2008-11-24	-2.30	A	0.177	A	401	A
USGS	05536118	2008-11-25	-2.05	A	0.150	A	346	A
USGS	05536118	2008-11-26	-2.19	A	0.164	A	375	A
USGS	05536118	2008-11-27	-2.11	A	0.134	A	308	A
USGS	05536118	2008-11-28	-2.28	A	0.175	A	398	A
USGS	05536118	2008-11-29	-2.44	A	0.146	A	328	A
USGS	05536118	2008-11-30	-2.24	A	0.155	A	355	A
USGS	05536118	2008-12-01	-2.11	A	0.286	A	657	A
USGS	05536118	2008-12-02	-2.17	A	0.103	A	458	A:e
USGS	05536118	2008-12-03	-2.05	A	0.103	A	442	A:e
USGS	05536118	2008-12-04	-2.07	A	0.174	A	402	A
USGS	05536118	2008-12-05	-2.11	A	0.068	A	391	A:e
USGS	05536118	2008-12-06	-2.26	A	0.175	A	397	A
USGS	05536118	2008-12-07	-2.36	A	0.146	A	330	A
USGS	05536118	2008-12-08	-2.04	A	0.170	A	393	A
USGS	05536118	2008-12-09	-2.23	A	0.394	A	890	A
USGS	05536118	2008-12-10	-1.84	A	0.334	A	785	A
USGS	05536118	2008-12-11	-2.15	A	0.268	A	615	A
USGS	05536118	2008-12-12	-2.08	A	0.210	A	485	A
USGS	05536118	2008-12-13	-2.31	A	0.224	A	507	A
USGS	05536118	2008-12-14	-1.97	A	0.322	A	748	A
USGS	05536118	2008-12-15	-2.78	A	0.428	A	932	A
USGS	05536118	2008-12-16	-2.08	A	0.289	A	667	A
USGS	05536118	2008-12-17	-2.34	A	0.253	A	573	A
USGS	05536118	2008-12-18	-2.17	A	0.178	A	406	A
USGS	05536118	2008-12-19	-2.28	A	0.201	A	456	A
USGS	05536118	2008-12-20	-2.17	A	0.165	A	450	A:e
USGS	05536118	2008-12-21	-2.13	A	0.218	A	500	A
USGS	05536118	2008-12-22	-2.23	A	0.107	A	428	A:e
USGS	05536118	2008-12-23	-2.33	A	-0.023	A	483	A:e
USGS	05536118	2008-12-24	-2.26	A	0.202	A	459	A
USGS	05536118	2008-12-25	-2.30	A	0.200	A	453	A
USGS	05536118	2008-12-26	-2.53	A	0.017	A	604	A:e
USGS	05536118	2008-12-27	1.29	A	0.919	A	2790	A
USGS	05536118	2008-12-28	1.22	A	0.806	A	2340	A
USGS	05536118	2008-12-29	-1.69	A	0.722	A	1720	A
USGS	05536118	2008-12-30	-2.18	A	0.505	A	1150	A
USGS	05536118	2008-12-31	-2.22	A	0.372	A	849	A
USGS	05536118	2009-01-01	-1.88	A	0.303	A	711	A
USGS	05536118	2009-01-02	-2.39	A	0.291	A	655	A
USGS	05536118	2009-01-03	-1.79	A	0.231	A	545	A
USGS	05536118	2009-01-04	-2.46	A	0.222	A	497	A
USGS	05536118	2009-01-05	-1.90	A	0.176	A	411	A
USGS	05536118	2009-01-06	-2.08	A	0.190	A	438	A
USGS	05536118	2009-01-07	-1.98	A	0.207	A	482	A
USGS	05536118	2009-01-08	-2.18	A	0.226	A	518	A
USGS	05536118	2009-01-09	-2.22	A	0.181	A	413	A
USGS	05536118	2009-01-10	-2.10	A	0.174	A	401	A
USGS	05536118	2009-01-11	-2.34	A	0.153	A	446	A:e
USGS	05536118	2009-01-12	-2.00	A	0.127	A	440	A:e
USGS	05536118	2009-01-13	-1.93	A	0.125	A	442	A:e
USGS	05536118	2009-01-14	-2.27	A	0.067	A	463	A:e
USGS	05536118	2009-01-15	-1.77	A	0.127	A	530	A:e
USGS	05536118	2009-01-16	-2.11	A	0.085	A	595	A:e
USGS	05536118	2009-01-17	-2.26	A	0.068	A	546	A:e
USGS	05536118	2009-01-18	-2.02	A	0.042	A	491	A:e
USGS	05536118	2009-01-19	-1.97	A	0.127	A	454	A:e
USGS	05536118	2009-01-20	-2.19	A	0.162	A	421	A:e
USGS	05536118	2009-01-21	-1.82	A	0.140	A	407	A:e
USGS	05536118	2009-01-22	-1.92	A	0.128	A	385	A:e
USGS	05536118	2009-01-23	-1.93	A	0.150	A	421	A:e
USGS	05536118	2009-01-24	-1.88	A	0.135	A	385	A:e
USGS	05536118	2009-01-25	-1.97	A	0.130	A	383	A:e
USGS	05536118	2009-01-26	-1.97	A	0.057	A	422	A:e
USGS	05536118	2009-01-27	-1.81	A	0.129	A	406	A:e
USGS	05536118	2009-01-28	-1.95	A	0.136	A	392	A:e
USGS	05536118	2009-01-29	-2.12	A	0.143	A	404	A:e
USGS	05536118	2009-01-30	-1.96	A	0.140	A	393	A:e
USGS	05536118	2009-01-31	-2.00	A	0.095	A	391	A:e
USGS	05536118	2009-02-01	-2.22	A	0.114	A	418	A:e
USGS	05536118	2009-02-02	-1.90	A	0.167	A	391	A
USGS	05536118	2009-02-03	-1.91	A	0.183	A	428	A
USGS	05536118	2009-02-04	-2.01	A	0.153	A	355	A
USGS	05536118	2009-02-05	-1.97	A	0.128	A	297	A
USGS	05536118	2009-02-06	-2.13	A	0.137	A	316	A
USGS	05536118	2009-02-07	-1.75	A	0.249	A	590	A
USGS	05536118	2009-02-08	-2.14	A	0.347	A	796	A
USGS	05536118	2009-02-09	-2.04	A	0.294	A	679	A
USGS	05536118	2009-02-10	-2.24	A	0.335	A	763	A
USGS	05536118	2009-02-11	-2.99	A	0.526	A	1120	A
USGS	05536118	2009-02-12	-2.28	A	0.475	A	1080	A
USGS	05536118	2009-02-13	-2.33	A	0.390	A	883	A
USGS	05536118	2009-02-14	-2.06	A	0.263	A	608	A
USGS	05536118	2009-02-15	-2.17	A	0.253	A	579	A
USGS	05536118	2009-02-16	-2.17	A	0.237	A	543	A
USGS	05536118	2009-02-17	-1.97	A	0.189	A	441	A
USGS	05536118	2009-02-18	-1.99	A	0.248	A	575	A
USGS	05536118	2009-02-19	-2.24	A	0.202	A	459	A
USGS	05536118	2009-02-20	-1.98	A	0.204	A	475	A
USGS	05536118	2009-02-21	-1.99	A	0.203	A	471	A
USGS	05536118	2009-02-22	-2.33	A	0.183	A	414	A
USGS	05536118	2009-02-23	-2.02	A	0.175	A	405	A
USGS	05536118	2009-02-24	-2.00	A	0.173	A	402	A
USGS	05536118	2009-02-25	-2.03	A	0.194	A	448	A
USGS	05536118	2009-02-26	-2.49	A	0.583	A	1380	A
USGS	05536118	2009-02-27	-1.29	A	1.014	A	2520	A
USGS	05536118	2009-02-28	-1.74	A	0.518	A	1230	A
USGS	05536118	2009-03-01	-2.20	A	0.364	A	833	A
USGS	05536118	2009-03-02	-2.49	A	0.271	A	605	A
USGS	05536118	2009-03-03	-1.94	A	0.265	A	617	A
USGS	05536118	2009-03-04	-2.19	A	0.240	A	550	A
USGS	05536118	2009-03-05	-2.29	A	0.214	A	485	A
USGS	05536118	2009-03-06	-2.35	A	0.259	A	583	A
USGS	05536118	2009-03-07	-3.41	A	0.462	A	959	A
USGS	05536118	2009-03-08	0.56	A	1.096	A	3060	A
USGS	05536118	2009-03-09	-0.37	A	0.980	A	2570	A
USGS	05536118	2009-03-10	-1.40	A	0.945	A	2300	A
USGS	05536118	2009-03-11	-2.30	A	0.758	A	1720	A
USGS	05536118	2009-03-12	-2.12	A	0.472	A	1090	A
USGS	05536118	2009-03-13	-2.05	A	0.349	A	806	A
USGS	05536118	2009-03-14	-1.74	A	0.310	A	736	A
USGS	05536118	2009-03-15	-2.02	A	0.323	A	750	A
USGS	05536118	2009-03-16	-2.00	A	0.251	A	583	A
USGS	05536118	2009-03-17	-2.61	A	0.304	A	674	A
USGS	05536118	2009-03-18	-2.03	A	0.233	A	540	A
USGS	05536118	2009-03-19	-2.15	A	0.208	A	477	A
USGS	05536118	2009-03-20	-2.03	A	0.198	A	458	A
USGS	05536118	2009-03-21	-1.88	A	0.185	A	433	A
USGS	05536118	2009-03-22	-2.07	A	0.197	A	455	A
USGS	05536118	2009-03-23	-2.12	A	0.182	A	418	A
USGS	05536118	2009-03-24	-2.23	A	0.239	A	542	A
USGS	05536118	2009-03-25	-2.52	A	0.225	A	500	A
USGS	05536118	2009-03-26	-2.08	A	0.184	A	426	A
USGS	05536118	2009-03-27	-2.05	A	0.199	A	461	A
USGS	05536118	2009-03-28	-2.22	A	0.241	A	547	A
USGS	05536118	2009-03-29	-2.58	A	0.519	A	1150	A
USGS	05536118	2009-03-30	-1.85	A	0.362	A	850	A
USGS	05536118	2009-03-31	-2.00	A	0.464	A	1080	A
USGS	05536118	2009-04-01	-2.20	A	0.464	A	1060	A
USGS	05536118	2009-04-02	-2.27	A	0.418	A	951	A
USGS	05536118	2009-04-03	-2.31	A	0.358	A	807	A
USGS	05536118	2009-04-04	-1.99	A	0.292	A	680	A
USGS	05536118	2009-04-05	-2.75	A	0.321	A	704	A
USGS	05536118	2009-04-06	-2.09	A	0.280	A	643	A
USGS	05536118	2009-04-07	-2.44	A	0.271	A	609	A
USGS	05536118	2009-04-08	-2.07	A	0.220	A	508	A
USGS	05536118	2009-04-09	-2.26	A	0.210	A	477	A
USGS	05536118	2009-04-10	-2.39	A	0.202	A	453	A
USGS	05536118	2009-04-11	-1.94	A	0.173	A	404	A
USGS	05536118	2009-04-12	-2.09	A	0.214	A	495	A
USGS	05536118	2009-04-13	-2.49	A	0.237	A	531	A
USGS	05536118	2009-04-14	-2.35	A	0.231	A	522	A
USGS	05536118	2009-04-15	-2.03	A	0.196	A	454	A
USGS	05536118	2009-04-16	-2.17	A	0.192	A	440	A
USGS	05536118	2009-04-17	-2.03	A	0.195	A	451	A
USGS	05536118	2009-04-18	-2.40	A	0.212	A	477	A
USGS	05536118	2009-04-19	-2.53	A	0.278	A	621	A
USGS	05536118	2009-04-20	-2.28	A	0.430	A	973	A
USGS	05536118	2009-04-21	-1.71	A	0.427	A	1010	A
USGS	05536118	2009-04-22	-2.28	A	0.351	A	799	A
USGS	05536118	2009-04-23	-2.30	A	0.295	A	669	A
USGS	05536118	2009-04-24	-2.06	A	0.320	A	739	A
USGS	05536118	2009-04-25	-2.41	A	0.361	A	809	A
USGS	05536118	2009-04-26	-2.60	A	0.457	A	1010	A
USGS	05536118	2009-04-27	-2.55	A	0.666	A	1470	A
USGS	05536118	2009-04-28	-2.68	A	0.780	A	1710	A
USGS	05536118	2009-04-29	-1.66	A	0.485	A	1160	A
USGS	05536118	2009-04-30	-2.64	A	0.627	A	1380	A
USGS	05536118	2009-05-01	-1.75	A	0.528	A	1250	A
USGS	05536118	2009-05-02	-2.09	A	0.425	A	978	A
USGS	05536118	2009-05-03	-1.85	A	0.365	A	859	A
USGS	05536118	2009-05-04	-2.08	A	0.340	A	783	A
USGS	05536118	2009-05-05	-2.30	A	0.274	A	620	A
USGS	05536118	2009-05-06	-1.86	A	0.306	A	718	A
USGS	05536118	2009-05-07	-2.59	A	0.377	A	833	A
USGS	05536118	2009-05-08	-1.74	A	0.278	A	656	A
USGS	05536118	2009-05-09	-2.49	A	0.267	A	595	A
USGS	05536118	2009-05-10	-1.97	A	0.210	A	488	A
USGS	05536118	2009-05-11	-2.09	A	0.242	A	558	A
USGS	05536118	2009-05-12	-2.03	A	0.235	A	541	A
USGS	05536118	2009-05-13	-2.97	A	0.286	A	613	A
USGS	05536118	2009-05-14	-2.65	A	0.298	A	656	A
USGS	05536118	2009-05-15	-2.61	A	0.342	A	751	A
USGS	05536118	2009-05-16	-2.18	A	0.222	A	509	A
USGS	05536118	2009-05-17	-2.27	A	0.271	A	615	A
USGS	05536118	2009-05-18	-2.36	A	0.254	A	572	A
USGS	05536118	2009-05-19	-2.39	A	0.203	A	456	A
USGS	05536118	2009-05-20	-1.76	A	0.213	A	504	A
USGS	05536118	2009-05-21	-2.23	A	0.234	A	533	A
USGS	05536118	2009-05-22	-2.14	A	0.206	A	472	A
USGS	05536118	2009-05-23	-1.99	A	0.206	A	478	A
USGS	05536118	2009-05-24	-2.33	A	0.192	A	433	A
USGS	05536118	2009-05-25	-2.05	A	0.192	A	444	A
USGS	05536118	2009-05-26	-2.39	A	0.234	A	528	A
USGS	05536118	2009-05-27	-2.19	A	0.584	A	1340	A
USGS	05536118	2009-05-28	-1.74	A	0.409	A	969	A
USGS	05536118	2009-05-29	-2.27	A	0.312	A	710	A
USGS	05536118	2009-05-30	-2.18	A	0.252	A	578	A
USGS	05536118	2009-05-31	-2.43	A	0.229	A	515	A
USGS	05536118	2009-06-01	-2.61	A	0.293	A	648	A
USGS	05536118	2009-06-02	-2.04	A	0.253	A	585	A
USGS	05536118	2009-06-03	-1.94	A	0.272	A	635	A
USGS	05536118	2009-06-04	-2.20	A	0.250	A	572	A
USGS	05536118	2009-06-05	-1.86	A	0.240	A	564	A
USGS	05536118	2009-06-06	-2.02	A	0.241	A	559	A
USGS	05536118	2009-06-07	-2.30	A	0.265	A	602	A
USGS	05536118	2009-06-08	-2.81	A	0.286	A	623	A
USGS	05536118	2009-06-09	-2.05	A	0.266	A	616	A
USGS	05536118	2009-06-10	-2.04	A	0.271	A	626	A
USGS	05536118	2009-06-11	-2.05	A	0.218	A	504	A
USGS	05536118	2009-06-12	-1.93	A	0.215	A	503	A
USGS	05536118	2009-06-13	-2.67	A	0.261	A	576	A
USGS	05536118	2009-06-14	-1.98	A	0.257	A	597	A
USGS	05536118	2009-06-15	-2.10	A	0.272	A	628	A
USGS	05536118	2009-06-16	-1.97	A	0.333	A	787	A
USGS	05536118	2009-06-17	-1.92	A	0.454	A	1060	A
USGS	05536118	2009-06-18	-2.19	A	0.344	A	787	A
USGS	05536118	2009-06-19	-0.76	A	1.594	A	4160	A
USGS	05536118	2009-06-20	-1.81	A	1.171	A	2770	A
USGS	05536118	2009-06-21	-2.37	A	0.785	A	1770	A
USGS	05536118	2009-06-22	-2.38	A	0.540	A	1210	A
USGS	05536118	2009-06-23	-1.89	A	0.476	A	1110	A
USGS	05536118	2009-06-24	-1.96	A	0.502	A	1170	A
USGS	05536118	2009-06-25	-2.67	A	0.404	A	887	A
USGS	05536118	2009-06-26	-1.76	A	0.306	A	724	A
USGS	05536118	2009-06-27	-2.29	A	0.347	A	787	A
USGS	05536118	2009-06-28	-2.05	A	0.278	A	644	A
USGS	05536118	2009-06-29	-2.07	A	0.295	A	682	A
USGS	05536118	2009-06-30	-2.01	A	0.265	A	615	A
USGS	05536118	2009-07-01	-2.17	A	0.283	A	648	A
USGS	05536118	2009-07-02	-2.01	A	0.259	A	600	A
USGS	05536118	2009-07-03	-2.00	A	0.253	A	588	A
USGS	05536118	2009-07-04	-2.50	A	0.231	A	517	A
USGS	05536118	2009-07-05	-1.84	A	0.217	A	511	A
USGS	05536118	2009-07-06	-2.12	A	0.265	A	610	A
USGS	05536118	2009-07-07	-2.08	A	0.239	A	552	A
USGS	05536118	2009-07-08	-2.03	A	0.190	A	440	A
USGS	05536118	2009-07-09	-1.93	A	0.231	A	540	A
USGS	05536118	2009-07-10	-2.41	A	0.254	A	572	A
USGS	05536118	2009-07-11	-2.12	A	0.182	A	417	A
USGS	05536118	2009-07-12	-2.03	A	0.243	A	562	A
USGS	05536118	2009-07-13	-2.28	A	0.239	A	542	A
USGS	05536118	2009-07-14	-1.96	A	0.224	A	521	A
USGS	05536118	2009-07-15	-1.97	A	0.268	A	624	A
USGS	05536118	2009-07-16	-1.90	A	0.261	A	612	A
USGS	05536118	2009-07-17	-1.94	A	0.247	A	575	A
