# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2015-05-24 17:58:41 EDT       (nadww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 05536105 NB CHICAGO RIVER AT ALBANY AVENUE AT CHICAGO, IL
# -----------------------------------------------------------------------------------
#
# Data provided for site 05536105
#    DD parameter statistic   Description
#    01   00065     00003     Gage height, feet (Mean)
#    02   00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output: 
#     A  Approved for publication -- Processing and review completed.  
#     e  Value has been estimated.  
# 
agency_cd	site_no	datetime	01_00065_00003	01_00065_00003_cd	02_00060_00003	02_00060_00003_cd
USGS	05536105	2008-09-22	3.01	A	379	A
USGS	05536105	2008-09-23	2.43	A	236	A
USGS	05536105	2008-09-24	1.89	A	123	A
USGS	05536105	2008-09-25	1.67	A	89	A
USGS	05536105	2008-09-26	1.67	A	89	A
USGS	05536105	2008-09-27	1.57	A	75	A
USGS	05536105	2008-09-28	1.56	A	73	A
USGS	05536105	2008-09-29	1.66	A	93	A
USGS	05536105	2008-09-30	2.27	A	196	A
USGS	05536105	2008-10-01	1.83	A	114	A
USGS	05536105	2008-10-02	1.55	A	73	A
USGS	05536105	2008-10-03	1.44	A	58	A
USGS	05536105	2008-10-04	1.39	A	53	A
USGS	05536105	2008-10-05	1.34	A	47	A
USGS	05536105	2008-10-06	1.34	A	47	A
USGS	05536105	2008-10-07	1.45	A	61	A
USGS	05536105	2008-10-08	2.77	A	320	A
USGS	05536105	2008-10-09	2.64	A	284	A
USGS	05536105	2008-10-10	1.96	A	136	A
USGS	05536105	2008-10-11	1.62	A	82	A
USGS	05536105	2008-10-12	1.50	A	65	A
USGS	05536105	2008-10-13	1.41	A	55	A
USGS	05536105	2008-10-14	1.38	A	51	A
USGS	05536105	2008-10-15	1.45	A	60	A
USGS	05536105	2008-10-16	1.55	A	73	A
USGS	05536105	2008-10-17	1.45	A	59	A
USGS	05536105	2008-10-18	1.39	A	52	A
USGS	05536105	2008-10-19	1.33	A	46	A
USGS	05536105	2008-10-20	1.29	A	42	A
USGS	05536105	2008-10-21	1.56	A	74	A
USGS	05536105	2008-10-22	1.41	A	55	A
USGS	05536105	2008-10-23	1.36	A	50	A
USGS	05536105	2008-10-24	1.46	A	62	A
USGS	05536105	2008-10-25	2.08	A	158	A
USGS	05536105	2008-10-26	1.89	A	124	A
USGS	05536105	2008-10-27	1.58	A	77	A
USGS	05536105	2008-10-28	1.44	A	59	A
USGS	05536105	2008-10-29	1.37	A	50	A
USGS	05536105	2008-10-30	1.32	A	45	A
USGS	05536105	2008-10-31	1.30	A	43	A
USGS	05536105	2008-11-01	1.20	A	34	A
USGS	05536105	2008-11-02	1.19	A	33	A
USGS	05536105	2008-11-03	1.20	A	34	A
USGS	05536105	2008-11-04	1.18	A	32	A
USGS	05536105	2008-11-05	1.18	A	32	A
USGS	05536105	2008-11-06	1.22	A	35	A
USGS	05536105	2008-11-07	1.55	A	73	A
USGS	05536105	2008-11-08	1.43	A	58	A
USGS	05536105	2008-11-09	1.36	A	49	A
USGS	05536105	2008-11-10	1.28	A	41	A
USGS	05536105	2008-11-11	1.24	A	37	A
USGS	05536105	2008-11-12	1.48	A	66	A
USGS	05536105	2008-11-13	1.79	A	107	A
USGS	05536105	2008-11-14	1.62	A	82	A
USGS	05536105	2008-11-15	1.61	A	81	A
USGS	05536105	2008-11-16	1.49	A	65	A
USGS	05536105	2008-11-17	1.41	A	55	A
USGS	05536105	2008-11-18	1.36	A	50	A
USGS	05536105	2008-11-19	1.33	A	46	A
USGS	05536105	2008-11-20	1.29	A	42	A
USGS	05536105	2008-11-21	1.24	A	37	A
USGS	05536105	2008-11-22	1.22	A	35	A
USGS	05536105	2008-11-23	1.22	A	35	A
USGS	05536105	2008-11-24	1.22	A	35	A
USGS	05536105	2008-11-25	1.30	A	43	A
USGS	05536105	2008-11-26	1.30	A	43	A
USGS	05536105	2008-11-27	1.26	A	39	A
USGS	05536105	2008-11-28	1.24	A	37	A
USGS	05536105	2008-11-29	1.23	A	36	A
USGS	05536105	2008-11-30	1.23	A	36	A
USGS	05536105	2008-12-01	1.87	A	123	A
USGS	05536105	2008-12-02	1.92	A	129	A
USGS	05536105	2008-12-03	1.65	A	85	A
USGS	05536105	2008-12-04	1.58	A	77	A
USGS	05536105	2008-12-05	1.55	A	73	A
USGS	05536105	2008-12-06	1.58	A	76	A
USGS	05536105	2008-12-07	1.52	A	68	A
USGS	05536105	2008-12-08	1.56	A	74	A
USGS	05536105	2008-12-09	2.29	A	237	A
USGS	05536105	2008-12-10	3.52	A	541	A
USGS	05536105	2008-12-11	2.96	A	369	A
USGS	05536105	2008-12-12	2.32	A	207	A
USGS	05536105	2008-12-13	1.92	A	129	A
USGS	05536105	2008-12-14	2.49	A	250	A
USGS	05536105	2008-12-15	3.44	A	515	A
USGS	05536105	2008-12-16	3.06	A	400	A
USGS	05536105	2008-12-17	2.44	A	232	A
USGS	05536105	2008-12-18	2.06	A	154	A
USGS	05536105	2008-12-19	1.81	A	109	A
USGS	05536105	2008-12-20	1.76	A	102	A
USGS	05536105	2008-12-21	1.52	A	68	A
USGS	05536105	2008-12-22	1.67	A	91	A
USGS	05536105	2008-12-23	2.14	A	120	A:e
USGS	05536105	2008-12-24	2.02	A	88	A:e
USGS	05536105	2008-12-25	2.30	A	83	A:e
USGS	05536105	2008-12-26	2.05	A	152	A
USGS	05536105	2008-12-27	4.63	A	1200	A
USGS	05536105	2008-12-28	5.91	A	1850	A
USGS	05536105	2008-12-29	5.43	A	1510	A
USGS	05536105	2008-12-30			1180	A:e
USGS	05536105	2008-12-31			870	A:e
USGS	05536105	2009-01-01	3.93	A	692	A
USGS	05536105	2009-01-02	3.71	A	609	A
USGS	05536105	2009-01-03	3.19	A	439	A
USGS	05536105	2009-01-04	2.43	A	232	A
USGS	05536105	2009-01-05	2.02	A	146	A
USGS	05536105	2009-01-06	1.99	A	141	A
USGS	05536105	2009-01-07	1.75	A	101	A
USGS	05536105	2009-01-08	1.61	A	80	A
USGS	05536105	2009-01-09	1.69	A	76	A:e
USGS	05536105	2009-01-10	1.59	A	68	A:e
USGS	05536105	2009-01-11	1.72	A	65	A:e
USGS	05536105	2009-01-12	1.75	A	62	A:e
USGS	05536105	2009-01-13	1.74	A	60	A:e
USGS	05536105	2009-01-14	1.89	A	70	A:e
USGS	05536105	2009-01-15	2.35	A	77	A:e
USGS	05536105	2009-01-16	2.51	A	73	A:e
USGS	05536105	2009-01-17	2.39	A	66	A:e
USGS	05536105	2009-01-18	2.13	A	63	A:e
USGS	05536105	2009-01-19	1.93	A	61	A:e
USGS	05536105	2009-01-20	1.70	A	63	A:e
USGS	05536105	2009-01-21	1.57	A	61	A:e
USGS	05536105	2009-01-22	1.59	A	60	A:e
USGS	05536105	2009-01-23	1.64	A	63	A:e
USGS	05536105	2009-01-24	1.63	A	62	A:e
USGS	05536105	2009-01-25	1.54	A	58	A:e
USGS	05536105	2009-01-26	1.80	A	65	A:e
USGS	05536105	2009-01-27	1.73	A	62	A:e
USGS	05536105	2009-01-28	1.63	A	64	A:e
USGS	05536105	2009-01-29	1.72	A	65	A:e
USGS	05536105	2009-01-30	1.65	A	65	A:e
USGS	05536105	2009-01-31	1.59	A	65	A:e
USGS	05536105	2009-02-01	1.70	A	67	A:e
USGS	05536105	2009-02-02	1.67	A	65	A:e
USGS	05536105	2009-02-03	1.63	A	65	A:e
USGS	05536105	2009-02-04	1.48	A	64	A:e
USGS	05536105	2009-02-05			71	A:e
USGS	05536105	2009-02-06			71	A:e
USGS	05536105	2009-02-07			297	A:e
USGS	05536105	2009-02-08			577	A:e
USGS	05536105	2009-02-09	3.36	A	493	A
USGS	05536105	2009-02-10	3.28	A	464	A
USGS	05536105	2009-02-11	3.88	A	675	A
USGS	05536105	2009-02-12	4.53	A	960	A
USGS	05536105	2009-02-13	3.98	A	717	A
USGS	05536105	2009-02-14	3.16	A	429	A
USGS	05536105	2009-02-15	2.67	A	288	A
USGS	05536105	2009-02-16	2.29	A	200	A
USGS	05536105	2009-02-17	2.03	A	147	A
USGS	05536105	2009-02-18	2.00	A	142	A
USGS	05536105	2009-02-19	1.95	A	134	A
USGS	05536105	2009-02-20	1.76	A	103	A
USGS	05536105	2009-02-21	1.70	A	93	A
USGS	05536105	2009-02-22	1.63	A	83	A
USGS	05536105	2009-02-23	1.58	A	76	A
USGS	05536105	2009-02-24	1.53	A	70	A
USGS	05536105	2009-02-25	1.53	A	70	A
USGS	05536105	2009-02-26	2.48	A	349	A
USGS	05536105	2009-02-27	5.60	A	1630	A
USGS	05536105	2009-02-28	5.00	A	1240	A
USGS	05536105	2009-03-01	3.86	A	671	A
USGS	05536105	2009-03-02	3.29	A	467	A
USGS	05536105	2009-03-03	3.18	A	432	A
USGS	05536105	2009-03-04	2.30	A	205	A
USGS	05536105	2009-03-05	1.92	A	129	A
USGS	05536105	2009-03-06	1.95	A	135	A
USGS	05536105	2009-03-07	2.53	A	257	A
USGS	05536105	2009-03-08	4.98	A	1270	A
USGS	05536105	2009-03-09	5.94	A	1870	A
USGS	05536105	2009-03-10	5.52	A	1570	A
USGS	05536105	2009-03-11	5.15	A	1320	A
USGS	05536105	2009-03-12	4.43	A	914	A
USGS	05536105	2009-03-13	3.82	A	651	A
USGS	05536105	2009-03-14	3.48	A	527	A
USGS	05536105	2009-03-15	3.19	A	435	A
USGS	05536105	2009-03-16	2.71	A	298	A
USGS	05536105	2009-03-17	2.56	A	261	A
USGS	05536105	2009-03-18	2.44	A	232	A
USGS	05536105	2009-03-19	1.88	A	122	A
USGS	05536105	2009-03-20	1.69	A	91	A
USGS	05536105	2009-03-21	1.63	A	82	A
USGS	05536105	2009-03-22	1.55	A	72	A
USGS	05536105	2009-03-23	1.50	A	66	A
USGS	05536105	2009-03-24	1.51	A	67	A
USGS	05536105	2009-03-25	1.68	A	90	A
USGS	05536105	2009-03-26	1.66	A	88	A
USGS	05536105	2009-03-27	1.56	A	73	A
USGS	05536105	2009-03-28	1.51	A	67	A
USGS	05536105	2009-03-29	3.13	A	431	A
USGS	05536105	2009-03-30	3.38	A	495	A
USGS	05536105	2009-03-31	3.33	A	482	A
USGS	05536105	2009-04-01	3.86	A	668	A
USGS	05536105	2009-04-02	3.58	A	566	A
USGS	05536105	2009-04-03	3.22	A	442	A
USGS	05536105	2009-04-04	2.76	A	312	A
USGS	05536105	2009-04-05	2.35	A	214	A
USGS	05536105	2009-04-06	2.27	A	195	A
USGS	05536105	2009-04-07	2.14	A	169	A
USGS	05536105	2009-04-08	1.92	A	128	A
USGS	05536105	2009-04-09	1.77	A	103	A
USGS	05536105	2009-04-10	1.67	A	88	A
USGS	05536105	2009-04-11	1.60	A	80	A
USGS	05536105	2009-04-12	1.53	A	70	A
USGS	05536105	2009-04-13	1.64	A	85	A
USGS	05536105	2009-04-14	1.91	A	126	A
USGS	05536105	2009-04-15	1.74	A	100	A
USGS	05536105	2009-04-16	1.61	A	80	A
USGS	05536105	2009-04-17	1.53	A	70	A
USGS	05536105	2009-04-18	1.49	A	65	A
USGS	05536105	2009-04-19	1.71	A	99	A
USGS	05536105	2009-04-20	3.33	A	484	A
USGS	05536105	2009-04-21	3.58	A	563	A
USGS	05536105	2009-04-22	3.09	A	406	A
USGS	05536105	2009-04-23	2.64	A	281	A
USGS	05536105	2009-04-24	2.59	A	268	A
USGS	05536105	2009-04-25	2.47	A	242	A
USGS	05536105	2009-04-26	3.49	A	540	A
USGS	05536105	2009-04-27	4.34	A	873	A
USGS	05536105	2009-04-28	4.76	A	1080	A
USGS	05536105	2009-04-29	4.25	A	833	A
USGS	05536105	2009-04-30	4.04	A	739	A
USGS	05536105	2009-05-01	4.36	A	879	A
USGS	05536105	2009-05-02	3.90	A	683	A
USGS	05536105	2009-05-03	3.09	A	406	A
USGS	05536105	2009-05-04	2.56	A	262	A
USGS	05536105	2009-05-05	2.25	A	191	A
USGS	05536105	2009-05-06	2.13	A	170	A
USGS	05536105	2009-05-07	2.56	A	262	A
USGS	05536105	2009-05-08	2.13	A	167	A
USGS	05536105	2009-05-09	1.94	A	133	A
USGS	05536105	2009-05-10	1.90	A	125	A
USGS	05536105	2009-05-11	1.72	A	96	A
USGS	05536105	2009-05-12	1.64	A	84	A
USGS	05536105	2009-05-13	1.69	A	92	A
USGS	05536105	2009-05-14	2.33	A	209	A
USGS	05536105	2009-05-15	2.29	A	199	A
USGS	05536105	2009-05-16	2.30	A	202	A
USGS	05536105	2009-05-17	2.00	A	142	A
USGS	05536105	2009-05-18	1.76	A	101	A
USGS	05536105	2009-05-19	1.65	A	86	A
USGS	05536105	2009-05-20	1.58	A	76	A
USGS	05536105	2009-05-21	1.54	A	71	A
USGS	05536105	2009-05-22	1.46	A	61	A
USGS	05536105	2009-05-23	1.46	A	61	A
USGS	05536105	2009-05-24	1.44	A	58	A
USGS	05536105	2009-05-25	1.41	A	56	A
USGS	05536105	2009-05-26	1.62	A	91	A
USGS	05536105	2009-05-27	4.14	A	781	A
USGS	05536105	2009-05-28	3.77	A	643	A
USGS	05536105	2009-05-29	2.76	A	315	A
USGS	05536105	2009-05-30	2.19	A	180	A
USGS	05536105	2009-05-31	1.83	A	114	A
USGS	05536105	2009-06-01	1.88	A	123	A
USGS	05536105	2009-06-02	1.95	A	133	A
USGS	05536105	2009-06-03	1.82	A	111	A
USGS	05536105	2009-06-04	1.68	A	90	A
USGS	05536105	2009-06-05	1.57	A	75	A
USGS	05536105	2009-06-06	1.48	A	64	A
USGS	05536105	2009-06-07	1.50	A	66	A
USGS	05536105	2009-06-08	1.99	A	148	A
USGS	05536105	2009-06-09	2.08	A	158	A
USGS	05536105	2009-06-10	2.10	A	160	A
USGS	05536105	2009-06-11	1.98	A	138	A
USGS	05536105	2009-06-12	1.78	A	106	A
USGS	05536105	2009-06-13	1.85	A	119	A
USGS	05536105	2009-06-14	2.26	A	195	A
USGS	05536105	2009-06-15	1.74	A	99	A
USGS	05536105	2009-06-16	1.80	A	122	A
USGS	05536105	2009-06-17	3.32	A	475	A
USGS	05536105	2009-06-18	2.85	A	337	A
USGS	05536105	2009-06-19	5.22	A	1540	A
USGS	05536105	2009-06-20	6.11	A	2010	A
USGS	05536105	2009-06-21	5.33	A	1440	A
USGS	05536105	2009-06-22	4.53	A	963	A
USGS	05536105	2009-06-23	4.06	A	744	A
USGS	05536105	2009-06-24	3.96	A	703	A
USGS	05536105	2009-06-25	3.40	A	508	A
USGS	05536105	2009-06-26	2.68	A	292	A
USGS	05536105	2009-06-27	2.35	A	213	A
USGS	05536105	2009-06-28	2.64	A	285	A
USGS	05536105	2009-06-29	1.86	A	121	A
USGS	05536105	2009-06-30	1.52	A	69	A
USGS	05536105	2009-07-01	1.42	A	56	A
USGS	05536105	2009-07-02	1.39	A	53	A
USGS	05536105	2009-07-03	1.35	A	48	A
USGS	05536105	2009-07-04	1.35	A	49	A
USGS	05536105	2009-07-05	1.36	A	49	A
USGS	05536105	2009-07-06	1.33	A	46	A
USGS	05536105	2009-07-07	1.30	A	44	A
USGS	05536105	2009-07-08	1.29	A	42	A
USGS	05536105	2009-07-09	1.29	A	42	A
USGS	05536105	2009-07-10	1.29	A	42	A
USGS	05536105	2009-07-11	1.32	A	45	A
USGS	05536105	2009-07-12	1.23	A	37	A
USGS	05536105	2009-07-13	1.24	A	37	A
USGS	05536105	2009-07-14	1.24	A	37	A
USGS	05536105	2009-07-15	1.56	A	75	A
USGS	05536105	2009-07-16	1.53	A	70	A
USGS	05536105	2009-07-17	1.34	A	47	A
USGS	05536105	2009-07-18	1.29	A	42	A
USGS	05536105	2009-07-19	1.24	A	37	A
USGS	05536105	2009-07-20	1.21	A	34	A
USGS	05536105	2009-07-21	1.20	A	33	A
USGS	05536105	2009-07-22	1.20	A	34	A
USGS	05536105	2009-07-23	1.24	A	37	A
USGS	05536105	2009-07-24	1.31	A	45	A
USGS	05536105	2009-07-25	1.25	A	38	A
USGS	05536105	2009-07-26	1.24	A	37	A
USGS	05536105	2009-07-27	1.21	A	35	A
USGS	05536105	2009-07-28	1.33	A	47	A
USGS	05536105	2009-07-29	1.20	A	34	A
USGS	05536105	2009-07-30	1.13	A	27	A
USGS	05536105	2009-07-31	1.28	A	43	A
USGS	05536105	2009-08-01	1.37	A	51	A
USGS	05536105	2009-08-02	1.27	A	40	A
USGS	05536105	2009-08-03	1.22	A	35	A
USGS	05536105	2009-08-04	1.23	A	36	A
USGS	05536105	2009-08-05	1.20	A	33	A
USGS	05536105	2009-08-06	1.17	A	31	A
USGS	05536105	2009-08-07	1.19	A	34	A
USGS	05536105	2009-08-08	1.49	A	65	A
USGS	05536105	2009-08-09	1.38	A	52	A
USGS	05536105	2009-08-10	1.52	A	68	A
USGS	05536105	2009-08-11	1.35	A	48	A
USGS	05536105	2009-08-12	1.20	A	33	A
USGS	05536105	2009-08-13	1.19	A	33	A
USGS	05536105	2009-08-14	1.15	A	30	A
USGS	05536105	2009-08-15	1.14	A	28	A
USGS	05536105	2009-08-16	1.47	A	77	A
USGS	05536105	2009-08-17	2.18	A	177	A
USGS	05536105	2009-08-18	1.58	A	77	A
USGS	05536105	2009-08-19	1.36	A	49	A
USGS	05536105	2009-08-20	1.64	A	85	A
USGS	05536105	2009-08-21	1.54	A	71	A
USGS	05536105	2009-08-22	1.44	A	59	A
USGS	05536105	2009-08-23	1.34	A	47	A
USGS	05536105	2009-08-24	1.25	A	38	A
USGS	05536105	2009-08-25	1.21	A	34	A
USGS	05536105	2009-08-26	1.96	A	162	A
USGS	05536105	2009-08-27	3.60	A	572	A
USGS	05536105	2009-08-28	3.94	A	697	A
USGS	05536105	2009-08-29	3.38	A	500	A
USGS	05536105	2009-08-30	2.67	A	289	A
USGS	05536105	2009-08-31	2.18	A	178	A
USGS	05536105	2009-09-01	2.04	A	153	A
USGS	05536105	2009-09-02	1.53	A	70	A
USGS	05536105	2009-09-03	1.43	A	57	A
USGS	05536105	2009-09-04	1.37	A	51	A
USGS	05536105	2009-09-05	1.34	A	47	A
USGS	05536105	2009-09-06	1.27	A	40	A
USGS	05536105	2009-09-07	1.26	A	39	A
USGS	05536105	2009-09-08	1.26	A	39	A
USGS	05536105	2009-09-09	1.27	A	40	A
USGS	05536105	2009-09-10	1.27	A	40	A
USGS	05536105	2009-09-11	1.25	A	39	A
USGS	05536105	2009-09-12	1.32	A	46	A
USGS	05536105	2009-09-13	1.19	A	32	A
USGS	05536105	2009-09-14	1.16	A	30	A
USGS	05536105	2009-09-15	1.18	A	32	A
USGS	05536105	2009-09-16	1.17	A	31	A
USGS	05536105	2009-09-17	1.15	A	30	A
USGS	05536105	2009-09-18	1.22	A	35	A
USGS	05536105	2009-09-19	1.13	A	28	A
USGS	05536105	2009-09-20	1.13	A	27	A
USGS	05536105	2009-09-21	1.74	A	101	A
USGS	05536105	2009-09-22	1.59	A	78	A
USGS	05536105	2009-09-23	1.44	A	58	A
USGS	05536105	2009-09-24	1.35	A	48	A
USGS	05536105	2009-09-25	1.30	A	43	A
USGS	05536105	2009-09-26	1.30	A	43	A
USGS	05536105	2009-09-27	1.35	A	49	A
USGS	05536105	2009-09-28	1.38	A	52	A
USGS	05536105	2009-09-29	1.36	A	49	A
USGS	05536105	2009-09-30	1.28	A	41	A
USGS	05536105	2009-10-01	1.27	A	40	A
USGS	05536105	2009-10-02	2.53	A	260	A
USGS	05536105	2009-10-03	2.33	A	210	A
USGS	05536105	2009-10-04	1.83	A	112	A
USGS	05536105	2009-10-05	1.57	A	70	A
USGS	05536105	2009-10-06	1.46	A	55	A
USGS	05536105	2009-10-07	1.40	A	48	A
USGS	05536105	2009-10-08	1.37	A	45	A
USGS	05536105	2009-10-09	1.58	A	75	A
USGS	05536105	2009-10-10	1.89	A	123	A
USGS	05536105	2009-10-11	1.53	A	65	A
USGS	05536105	2009-10-12	1.38	A	46	A
USGS	05536105	2009-10-13	1.33	A	41	A
USGS	05536105	2009-10-14	1.29	A	37	A
USGS	05536105	2009-10-15	1.39	A	48	A
USGS	05536105	2009-10-16	1.79	A	105	A
USGS	05536105	2009-10-17	1.84	A	113	A
USGS	05536105	2009-10-18	1.69	A	88	A
USGS	05536105	2009-10-19	1.50	A	60	A
USGS	05536105	2009-10-20	1.42	A	51	A
USGS	05536105	2009-10-21	1.38	A	46	A
USGS	05536105	2009-10-22	1.56	A	70	A
USGS	05536105	2009-10-23	4.08	A	769	A
USGS	05536105	2009-10-24	4.43	A	914	A
USGS	05536105	2009-10-25	3.83	A	656	A
USGS	05536105	2009-10-26	3.57	A	559	A
USGS	05536105	2009-10-27	2.99	A	378	A
USGS	05536105	2009-10-28	2.51	A	250	A
USGS	05536105	2009-10-29	2.15	A	171	A
USGS	05536105	2009-10-30	3.97	A	734	A
USGS	05536105	2009-10-31	4.47	A	930	A
USGS	05536105	2009-11-01	3.63	A	585	A
USGS	05536105	2009-11-02	2.79	A	322	A
USGS	05536105	2009-11-03	2.34	A	210	A
USGS	05536105	2009-11-04	2.08	A	158	A
USGS	05536105	2009-11-05	1.82	A	109	A
USGS	05536105	2009-11-06	1.60	A	75	A
USGS	05536105	2009-11-07	1.53	A	64	A
USGS	05536105	2009-11-08	1.47	A	57	A
USGS	05536105	2009-11-09	1.44	A	53	A
USGS	05536105	2009-11-10	1.41	A	49	A
USGS	05536105	2009-11-11	1.39	A	47	A
USGS	05536105	2009-11-12	1.37	A	45	A
USGS	05536105	2009-11-13	1.37	A	45	A
USGS	05536105	2009-11-14	1.33	A	41	A
USGS	05536105	2009-11-15	1.32	A	40	A
USGS	05536105	2009-11-16	1.31	A	39	A
USGS	05536105	2009-11-17	1.34	A	42	A
USGS	05536105	2009-11-18	1.37	A	45	A
USGS	05536105	2009-11-19	1.44	A	53	A
USGS	05536105	2009-11-20	1.42	A	50	A
USGS	05536105	2009-11-21	1.32	A	40	A
USGS	05536105	2009-11-22	1.30	A	38	A
USGS	05536105	2009-11-23	1.26	A	35	A
USGS	05536105	2009-11-24	1.29	A	38	A
USGS	05536105	2009-11-25	2.30	A	204	A
USGS	05536105	2009-11-26	2.43	A	230	A
USGS	05536105	2009-11-27	2.48	A	242	A
USGS	05536105	2009-11-28	2.08	A	158	A
USGS	05536105	2009-11-29	1.83	A	111	A
USGS	05536105	2009-11-30	1.67	A	85	A
USGS	05536105	2009-12-01	1.58	A	70	A
USGS	05536105	2009-12-02	1.51	A	62	A
USGS	05536105	2009-12-03	1.49	A	60	A
USGS	05536105	2009-12-04	1.43	A	52	A
USGS	05536105	2009-12-05	1.38	A	46	A
USGS	05536105	2009-12-06	1.33	A	41	A
USGS	05536105	2009-12-07	1.32	A	40	A
USGS	05536105	2009-12-08	1.34	A	42	A
USGS	05536105	2009-12-09	2.36	A	230	A
USGS	05536105	2009-12-10	2.88	A	344	A
USGS	05536105	2009-12-11	2.48	A	243	A
USGS	05536105	2009-12-12	1.92	A	128	A
USGS	05536105	2009-12-13	1.76	A	99	A
USGS	05536105	2009-12-14	1.73	A	94	A
USGS	05536105	2009-12-15	1.83	A	111	A
USGS	05536105	2009-12-16	1.72	A	92	A
USGS	05536105	2009-12-17	1.68	A	86	A
USGS	05536105	2009-12-18	1.53	A	64	A
USGS	05536105	2009-12-19	1.72	A	93	A
USGS	05536105	2009-12-20	1.76	A	99	A
USGS	05536105	2009-12-21	1.59	A	73	A
USGS	05536105	2009-12-22	1.52	A	64	A
USGS	05536105	2009-12-23	1.56	A	68	A
USGS	05536105	2009-12-24	2.03	A	151	A
USGS	05536105	2009-12-25	4.41	A	949	A
USGS	05536105	2009-12-26	5.41	A	1490	A
USGS	05536105	2009-12-27	4.93	A	1190	A
USGS	05536105	2009-12-28	4.15	A	786	A
USGS	05536105	2009-12-29	3.24	A	456	A
USGS	05536105	2009-12-30	2.59	A	268	A
USGS	05536105	2009-12-31	2.48	A	241	A
USGS	05536105	2010-01-01	2.15	A	172	A
USGS	05536105	2010-01-02	1.80	A	109	A
USGS	05536105	2010-01-03	1.86	A	110	A:e
USGS	05536105	2010-01-04	2.03	A	97	A:e
USGS	05536105	2010-01-05	2.08	A	84	A:e
USGS	05536105	2010-01-06	2.12	A	77	A:e
USGS	05536105	2010-01-07	2.13	A	71	A:e
USGS	05536105	2010-01-08	2.18	A	71	A:e
USGS	05536105	2010-01-09	2.32	A	65	A:e
USGS	05536105	2010-01-10	2.57	A	65	A:e
USGS	05536105	2010-01-11	2.39	A	63	A:e
USGS	05536105	2010-01-12	1.91	A	60	A:e
USGS	05536105	2010-01-13	1.70	A	81	A:e
USGS	05536105	2010-01-14	1.70	A	93	A
USGS	05536105	2010-01-15	1.77	A	105	A
USGS	05536105	2010-01-16	1.69	A	92	A
USGS	05536105	2010-01-17	1.56	A	74	A
USGS	05536105	2010-01-18	1.47	A	63	A
USGS	05536105	2010-01-19	1.46	A	61	A
USGS	05536105	2010-01-20	1.46	A	60	A
USGS	05536105	2010-01-21	1.43	A	58	A
USGS	05536105	2010-01-22	1.44	A	59	A
USGS	05536105	2010-01-23	1.39	A	53	A
USGS	05536105	2010-01-24	2.62	A	322	A
USGS	05536105	2010-01-25	4.25	A	827	A
USGS	05536105	2010-01-26	3.70	A	613	A
USGS	05536105	2010-01-27	2.78	A	320	A
USGS	05536105	2010-01-28	2.28	A	199	A
USGS	05536105	2010-01-29	2.00	A	143	A
USGS	05536105	2010-01-30	1.84	A	114	A
USGS	05536105	2010-01-31	1.66	A	88	A
USGS	05536105	2010-02-01	1.59	A	78	A
USGS	05536105	2010-02-02	1.48	A	63	A
USGS	05536105	2010-02-03	1.41	A	55	A
USGS	05536105	2010-02-04	1.37	A	50	A
USGS	05536105	2010-02-05	1.34	A	47	A
USGS	05536105	2010-02-06	1.32	A	45	A
USGS	05536105	2010-02-07	1.30	A	43	A
USGS	05536105	2010-02-08	1.28	A	41	A
USGS	05536105	2010-02-09	1.30	A	43	A
USGS	05536105	2010-02-10	1.34	A	48	A
USGS	05536105	2010-02-11	1.42	A	57	A
USGS	05536105	2010-02-12	1.45	A	60	A
USGS	05536105	2010-02-13	1.41	A	56	A
USGS	05536105	2010-02-14	1.38	A	52	A
USGS	05536105	2010-02-15	1.35	A	48	A
USGS	05536105	2010-02-16	1.30	A	43	A
USGS	05536105	2010-02-17	1.27	A	40	A
USGS	05536105	2010-02-18	1.29	A	42	A
USGS	05536105	2010-02-19	1.33	A	46	A
USGS	05536105	2010-02-20	1.33	A	47	A
USGS	05536105	2010-02-21	1.36	A	49	A
USGS	05536105	2010-02-22	1.46	A	62	A
USGS	05536105	2010-02-23	1.58	A	76	A
USGS	05536105	2010-02-24	1.51	A	68	A
USGS	05536105	2010-02-25	1.48	A	63	A
USGS	05536105	2010-02-26	1.44	A	59	A
USGS	05536105	2010-02-27	1.42	A	56	A
USGS	05536105	2010-02-28	1.40	A	54	A
USGS	05536105	2010-03-01	1.41	A	55	A
USGS	05536105	2010-03-02	1.41	A	56	A
USGS	05536105	2010-03-03	1.40	A	54	A
USGS	05536105	2010-03-04	1.43	A	58	A
USGS	05536105	2010-03-05	1.49	A	65	A
USGS	05536105	2010-03-06	1.56	A	73	A
USGS	05536105	2010-03-07	1.69	A	92	A
USGS	05536105	2010-03-08	1.83	A	113	A
USGS	05536105	2010-03-09	2.31	A	206	A
